step,batch_loss
73,0.046122927
74,0.027643286
75,0.020435235
76,0.011408137
77,0.0179361
78,0.037275776
79,0.033695653
80,0.0028812198
81,0.03923384
82,0.02470558
83,0.03670917
84,0.03709921
85,0.014648388
86,0.016933234
87,0.011080508
88,0.019278493
89,0.038659234
90,0.021060728
91,0.0015371769
92,0.009472184
93,0.020327343
94,0.028228506
95,0.025144866
96,0.07646711
97,0.027797733
98,0.036493383
99,0.040411428
100,0.08749765
101,0.037801836
102,0.07869657
103,0.045770656
1,0.040487677
2,0.036870863
3,0.062979095
4,0.014013474
5,0.047102008
6,0.008082283
7,0.036835738
8,0.04217555
9,0.017238235
10,0.11507595
11,0.04042587
12,0.045437038
13,0.02566166
14,0.0010411823
15,0.07937404
16,0.04255101
17,0.02974657
18,0.025625171
19,0.008404744
20,0.03362592
21,0.010628422
22,0.018400267
23,0.019770926
24,0.08884688
25,0.068760775
26,0.026693597
27,0.031449903
28,0.044383768
29,0.027612451
30,0.0017206349
31,0.028313749
32,0.029811673
33,0.025224892
34,0.014324648
35,0.009793416
36,0.0009251809
37,0.03207551
38,0.038236555
39,0.0009358567
40,0.03063998
41,0.0027136104
42,0.046399295
43,0.04327538
44,0.08098145
45,0.02779897
46,0.032174934
47,0.038893733
48,0.011093873
49,0.030122973
50,0.0350725
51,0.04917687
52,0.01739537
53,0.014129484
54,0.008529688
55,0.06554724
56,0.011301826
57,0.06047106
58,0.022834616
59,0.01811938
60,0.018939996
61,0.07487253
62,0.0140581215
63,0.016902829
64,0.009055731
65,0.04345466
66,0.009814467
67,0.019642306
68,0.06565124
69,0.025591874
70,0.007456842
71,0.022278266
72,0.054567255
73,0.03049695
74,0.046165965
75,0.010046317
76,0.037464023
77,0.00080406497
78,0.021368066
79,0.021262672
80,0.02259646
81,0.029625092
82,0.027785867
83,0.021535126
84,0.02771667
85,0.03734359
86,0.041238822
87,0.020966565
88,0.010850014
89,0.0045869234
90,0.020306986
91,0.017536439
92,0.053288322
93,0.035564534
94,0.007858074
95,0.08772647
96,0.015280518
97,0.015845055
98,0.001181795
99,0.041966613
100,0.003855267
101,0.05483149
102,0.012938582
103,0.0010588518
1,0.051918913
2,0.03840208
3,0.007293899
4,0.013806795
5,0.06040382
6,0.0066595622
7,0.007096991
8,0.0052950457
9,0.012750565
10,0.057907615
11,0.015762426
12,0.013982079
13,0.021514174
14,0.011768172
15,0.010816431
16,0.037763402
17,0.031106874
18,0.015158651
19,0.015419361
20,0.024380617
21,0.011016193
22,0.06393792
23,0.020006191
24,0.079801135
25,0.025243133
26,0.011824269
27,0.019102318
28,0.038491454
29,0.011848179
30,0.023176443
31,0.0112348655
32,0.039319634
33,0.0014241695
34,0.0174006
35,0.021442456
36,0.035072032
37,0.042229157
38,0.01883557
39,0.030517802
40,0.019364947
41,0.008189131
42,0.03764835
43,0.031037755
44,0.029739628
45,0.021919783
46,0.014799257
47,0.012450272
48,0.016146773
49,0.015222221
50,0.02369149
51,0.051236056
52,0.0040329043
53,0.024823984
54,0.01424576
55,0.040337786
56,0.0338638
57,0.017554382
58,0.038320087
59,0.021787563
60,0.0684278
61,0.075470604
62,0.0068713794
63,0.0135443965
64,0.028755525
65,0.006503497
66,0.032056633
67,0.05091654
68,0.06650385
69,0.00094330014
70,0.022217968
71,0.018600522
72,0.026677659
73,0.06839738
74,0.028555898
75,0.010227079
76,0.0070004514
77,0.00985666
78,0.013434997
79,0.039518572
80,0.02194507
81,0.025108457
82,0.035637777
83,0.027616778
84,0.0048039323
85,0.02926511
86,0.023620049
87,0.016773462
88,0.024352424
89,0.029701402
90,0.033321984
91,0.028305996
92,0.03946067
93,0.015611332
94,0.013142616
95,0.053781144
96,0.042721324
97,0.012616233
98,0.0015564794
99,0.055428527
100,0.030216401
101,0.009924432
102,0.042269904
103,0.00073878263
1,0.011823262
2,0.02180135
3,0.04924419
4,0.008973017
5,0.02136021
6,0.0042461045
7,0.040478524
8,0.057052895
9,0.0008827128
10,0.026001282
11,0.009327596
12,0.04711271
13,0.007621302
14,0.018941326
15,0.01515997
16,0.012274382
17,0.015589737
18,0.008449903
19,0.034188114
20,0.0006411801
21,0.05007859
22,0.0277449
23,0.016275402
24,0.022615714
25,0.009701217
26,0.045205083
27,0.013491822
28,0.013374657
29,0.022833334
30,0.026503429
31,0.021295618
32,0.010273545
33,0.035926733
34,0.013687632
35,0.017023144
36,0.01816653
37,0.042678718
38,0.028989406
39,0.036991864
40,0.026849935
41,0.03448105
42,0.0060637956
43,0.011968897
44,0.038924858
45,0.02500791
46,0.012417013
47,0.047686197
48,0.01917065
49,0.015108373
50,0.047545973
51,0.0021692135
52,0.0018324809
53,0.0268292
54,0.017434675
55,0.0060912184
56,0.053486858
57,0.001213111
58,0.015189889
59,0.053928196
60,0.015446942
61,0.03489424
62,0.014997696
63,0.045010086
64,0.010698621
65,0.0014110706
66,0.024315003
67,0.021626988
68,0.036602825
69,0.014547427
70,0.030064309
71,0.031992063
72,0.021783754
73,0.04577261
74,0.016435288
75,0.023528077
76,0.027335046
77,0.025749533
78,0.0067081098
79,0.017838856
80,0.0144767165
81,0.010126751
82,0.030856092
83,0.026232494
84,0.022220084
85,0.0325325
86,0.018874157
87,0.040410634
88,0.019937102
89,0.06477785
90,0.011966982
91,0.022977652
92,0.025565375
93,0.033254568
94,0.007629882
95,0.0157023
96,0.0062343716
97,0.04956348
98,0.014923479
99,0.013403987
100,0.021406336
101,0.013983449
102,0.07662884
103,0.01568581
1,0.018289676
2,0.042207744
3,0.01242101
4,0.07543996
5,0.010052139
6,0.0058699087
7,0.04334689
8,0.0051122503
9,0.011388544
10,0.026939519
11,0.011280288
12,0.027354805
13,0.009001375
14,0.04016588
15,0.03217938
16,0.072387315
17,0.015578384
18,0.02156555
19,0.027417436
20,0.033696704
21,0.01831141
22,0.01887512
23,0.01930393
24,0.03795776
25,0.018265737
26,0.023711802
27,0.030471418
28,0.021812513
29,0.012735626
30,0.038586408
31,0.0127399
32,0.02694245
33,0.018471422
34,0.009919421
35,0.042178683
36,0.013885395
37,0.02011252
38,0.010539486
39,0.031385086
40,0.030960413
41,0.0063460968
42,0.037742294
43,0.015998865
44,0.0080849435
45,0.013836466
46,0.0041815573
47,0.019258559
48,0.035180748
49,0.016137017
50,0.04232551
51,0.007306823
52,0.015351163
53,0.008926614
54,0.019184064
55,0.007965041
56,0.025048725
57,0.034317743
58,0.0010200139
59,0.032925457
60,0.043283373
61,0.012255898
62,0.01250782
63,0.0196108
64,0.010652324
65,0.0063848738
66,0.013664355
67,0.015486369
68,0.01039411
69,0.014794632
70,0.023658473
71,0.046112306
72,0.0009869895
73,0.020164706
74,0.013117235
75,0.02253871
76,0.03871781
77,0.015875168
78,0.011324022
79,0.0047037005
80,0.000835127
81,0.0040913126
82,0.008175475
83,0.0004901908
84,0.013406166
85,0.01065894
86,0.013637251
87,0.03523898
88,0.014025461
89,0.012507652
90,0.013579729
91,0.00062132755
92,0.034350537
93,0.027521832
94,0.031127254
95,0.016799467
96,0.02468696
97,0.015871655
98,0.005589827
99,0.037133895
100,0.041048877
101,0.013479097
102,0.022928664
103,0.00685406
1,0.014423374
2,0.02445665
3,0.004942195
4,0.024117883
5,0.013599525
6,0.020625755
7,0.0074924664
8,0.0012098423
9,0.0063648704
10,0.008795866
11,0.015218766
12,0.01309517
13,0.0066230446
14,0.035143457
15,0.02862317
16,0.013983975
17,0.02844382
18,0.02026838
19,0.028791612
20,0.016950296
21,0.005108038
22,0.017009027
23,0.036563933
24,0.013030417
25,0.024484048
26,0.021234086
27,0.010620317
28,0.020811388
29,0.044593506
30,0.00817191
31,0.020948036
32,0.0056815697
33,0.017095875
34,0.027160652
35,0.017700948
36,0.034277778
37,0.011200997
38,0.011191318
39,0.009144035
40,0.0056104306
41,0.018360727
42,0.018520407
43,0.028622137
44,0.018643465
45,0.013879357
46,0.01716876
47,0.019881064
48,0.020678792
49,0.018401532
50,0.032101274
51,0.013961529
52,0.01293639
53,0.021837838
54,0.013806298
55,0.004446331
56,0.015338969
57,0.0069363597
58,0.012880071
59,0.0066893226
60,0.02061685
61,0.0007383737
62,0.0056110504
63,0.01706818
64,0.0062449565
65,0.01103852
66,0.033952836
67,0.024449354
68,0.016898476
69,0.02726626
70,0.025776885
71,0.0069881277
72,0.024576114
73,0.008226315
74,0.0134657305
75,0.020244217
76,0.019783707
77,0.010893352
78,0.03625961
79,0.028624259
80,0.030116238
81,0.016093455
82,0.008766035
83,0.004499396
84,0.0331922
85,0.016556298
86,0.0074014002
87,0.04824713
88,0.035507064
89,0.027958294
90,0.01776292
91,0.025518376
92,0.009322274
93,0.030776618
94,0.01580657
95,0.017026352
96,0.032702718
97,0.007062615
98,0.01835934
99,0.06401937
100,0.022784881
101,0.022269854
102,0.027458394
103,0.004486393
1,0.04497851
2,0.0020537672
3,0.015328076
4,0.0024983545
5,0.02039907
6,0.012168944
7,0.01616059
8,0.02918119
9,0.013783881
10,0.001199166
11,0.018687721
12,0.016075773
13,0.0022289727
14,0.017193202
15,0.013404846
16,0.0121928705
17,0.007000576
18,0.023163855
19,0.028519768
20,0.014472123
21,0.01734795
22,0.018168315
23,0.029965414
24,0.024782186
25,0.019786488
26,0.015558345
27,0.012376954
28,0.009813704
29,0.0058681564
30,0.010348473
31,0.0037495014
32,0.01648484
33,0.032025345
34,0.020943241
35,0.026045384
36,0.021382483
37,0.0009593711
38,0.01144165
39,0.031408653
40,0.030318294
41,0.0008365924
42,0.026584685
43,0.01528758
44,0.014623455
45,0.0131382225
46,0.033380084
47,0.024785493
48,0.015687203
49,0.010951514
50,0.015151089
51,0.015843425
52,0.009938387
53,0.014315258
54,0.044474978
55,0.03103861
56,0.0129364515
57,0.015241112
58,0.011634562
59,0.0217237
60,0.016415637
61,0.0015868349
62,0.031915694
63,0.004010878
64,0.006973466
65,0.029480878
66,0.027928453
67,0.0143599855
68,0.0027673321
69,0.01508959
70,0.01385701
71,0.011585503
72,0.014969515
73,0.008064796
74,0.025999157
75,0.009905012
76,0.007735888
77,0.016286997
78,0.024048468
79,0.029759012
80,0.008369749
81,0.016800862
82,0.0074067693
83,0.010792334
84,0.016171679
85,0.021513356
86,0.019527927
87,0.022976011
88,0.01850322
89,0.01707254
90,0.016805472
91,0.014946387
92,0.005485354
93,0.0013611561
94,0.031872425
95,0.007509307
96,0.00914869
97,0.017492177
98,0.013677539
99,0.0207656
100,0.01101738
101,0.055689465
102,0.003338797
103,0.008594636
1,0.014747267
2,0.012267668
3,0.016909838
4,0.019598115
5,0.023090575
6,0.006730661
7,0.01865593
8,0.009963375
9,0.007988731
10,0.01277005
11,0.0037416723
12,0.0016585068
13,0.008720232
14,0.01958152
15,0.016771128
16,0.014595364
17,0.016524196
18,0.011291582
19,0.022377532
20,0.015682325
21,0.038593665
22,0.007827416
23,0.0021556935
24,0.027749369
25,0.015804093
26,0.011610402
27,0.012144761
28,0.0046984493
29,0.01661537
30,0.017542109
31,0.031220414
32,0.019888539
33,0.0063428255
34,0.02074568
35,0.027330335
36,0.013225861
37,0.006117135
38,0.014165189
39,0.011606197
40,0.0059368582
41,0.005406989
42,0.009143334
43,0.024533851
44,0.03665895
45,0.0058093136
46,0.007875119
47,0.004923863
48,0.026762247
49,0.0239281
50,0.01496315
51,0.014369184
52,0.004382129
53,0.023827363
54,0.039557084
55,0.0070218486
56,0.008850547
57,0.018437477
58,0.011619217
59,0.004659558
60,0.016999219
61,0.035198458
62,0.0018035099
63,0.0012317458
64,0.02003134
65,0.0061905696
66,0.0127760675
67,0.020892132
68,0.0060106567
69,0.0073296526
70,0.030276695
71,0.009022668
72,0.016622199
73,0.0005884509
74,0.013220602
75,0.007816902
76,0.0072282236
77,0.008841222
78,0.0027652422
79,0.0051169656
80,0.006158878
81,0.023974566
82,0.011355119
83,0.013183698
84,0.0061688055
85,0.02968006
86,0.012234269
87,0.012962835
88,0.014304362
89,0.034206867
90,0.016665086
91,0.009923087
92,0.028504409
93,0.016363643
94,0.015021165
95,0.011255191
96,0.010625892
97,0.020933574
98,0.038039315
99,0.010015166
100,0.026197523
101,0.027045276
102,0.019555204
103,0.0015056984
1,0.001591704
2,0.027525237
3,0.013606238
4,0.0055120154
5,0.0070051127
6,0.0180392
7,0.015446406
8,0.025026541
9,0.010574261
10,0.015164055
11,0.009386023
12,0.014121919
13,0.004718643
14,0.013842507
15,0.007106388
16,0.017766185
17,0.012742925
18,0.004027579
19,0.013010857
20,0.0066302065
21,0.024375495
22,0.015877957
23,0.011003004
24,0.008580444
25,0.00714917
26,0.010077059
27,0.022528293
28,0.016769737
29,0.008356922
30,0.0112414
31,0.0068179057
32,0.012417651
33,0.023132486
34,0.036321927
35,0.018953077
36,0.0050524557
37,0.020337254
38,0.007866578
39,0.026303662
40,0.017213233
41,0.008302516
42,0.0017006177
43,0.0064041344
44,0.009746432
45,0.015594777
46,0.034110323
47,0.023541078
48,0.028783102
49,0.034577288
50,0.018275157
51,0.020618334
52,0.019080378
53,0.017821575
54,0.0035372667
55,0.017209742
56,0.008737151
57,0.010612475
58,0.0057474687
59,0.0052507073
60,0.017461823
61,0.012039826
62,0.013103949
63,0.0037431687
64,0.031323552
65,0.014999539
66,0.01895676
67,0.018585686
68,0.0027088393
69,0.0060972394
70,0.014270921
71,0.0074404
72,0.029560937
73,0.027259206
74,0.0040615518
75,0.017822992
76,0.011651184
77,0.014797501
78,0.0070413128
79,0.020072177
80,0.0064116823
81,0.012655197
82,0.019508965
83,0.009630005
84,0.005897678
85,0.0150161795
86,0.012601115
87,0.018824978
88,0.0270933
89,0.0096339155
90,0.015755538
91,0.012092473
92,0.0058450876
93,0.013447424
94,0.0077837687
95,0.006319784
96,0.01660341
97,0.012841171
98,0.014309861
99,0.012547458
100,0.010411994
101,0.016274372
102,0.001671193
103,0.018390553
1,0.010369376
2,0.015596286
3,0.015164729
4,0.0073543144
5,0.00890728
6,0.006593618
7,0.008314309
8,0.018131338
9,0.0051025264
10,0.018672928
11,0.015088237
12,0.014203178
13,0.02165447
14,0.01939516
15,0.018450625
16,0.0059405053
17,0.0028710042
18,0.011557326
19,0.013328407
20,0.009375645
21,0.00064523425
22,0.0085567385
23,0.0061566797
24,0.015007063
25,0.008451331
26,0.0070096664
27,0.018404454
28,0.014600451
29,0.02292123
30,0.010736772
31,0.01508286
32,0.01413389
33,0.013823556
34,0.0026283015
35,0.0149074895
36,0.010906928
37,0.005800088
38,0.011694992
39,0.0012101429
40,0.008660379
41,0.0051960056
42,0.0116854785
43,0.030585159
44,0.020957194
45,0.017577307
46,0.01870872
47,0.003187132
48,0.0011796501
49,0.0016538843
50,0.012006108
51,0.0055168294
52,0.015196058
53,0.0043097935
54,0.012360425
55,0.022920385
56,0.0065850806
57,0.0050170245
58,0.017097866
59,0.006727382
60,0.012377923
61,0.007673161
62,0.009821006
63,0.007889312
64,0.0064787287
65,0.014192055
66,0.007592937
67,0.014127142
68,0.011792233
69,0.017006408
70,0.008547062
71,0.016567089
72,0.033023696
73,0.018933587
74,0.039527673
75,0.007047101
76,0.0039431574
77,0.009281689
78,0.0072244178
79,0.0103006605
80,0.020110374
81,0.018962404
82,0.00407656
83,0.008536139
84,0.0149416225
85,0.019282367
86,0.021800697
87,0.012834224
88,0.012553359
89,0.010185649
90,0.007994354
91,0.0053815856
92,0.013770972
93,0.018444987
94,0.019874547
95,0.003471708
96,0.010761982
97,0.011983132
98,0.016014496
99,0.017286273
100,0.017244248
101,0.02183256
102,0.014603396
103,0.03299075
1,0.017736502
2,0.006444296
3,0.007243316
4,0.0059011206
5,0.019315794
6,0.00829571
7,0.013417944
8,0.016053528
9,0.009342445
10,0.016119257
11,0.004451337
12,0.009080756
13,0.016281383
14,0.011066382
15,0.022110157
16,0.008684907
17,0.011416125
18,0.0006984466
19,0.015823446
20,0.012772971
21,0.006903112
22,0.016000248
23,0.016457777
24,0.0042924103
25,0.005040228
26,0.005096247
27,0.022684867
28,0.02060394
29,0.011352241
30,0.01190529
31,0.017739022
32,0.014945636
33,0.02403963
34,0.009486646
35,0.009294131
36,0.028083747
37,0.0053092577
38,0.011509107
39,0.01611554
40,0.009343406
41,0.007665399
42,0.0037886726
43,0.011067391
44,0.000951896
45,0.00951714
46,0.015658638
47,0.0108548645
48,0.0058385707
49,0.0055419537
50,0.0014662241
51,0.012941967
52,0.021336347
53,0.0070880377
54,0.01499159
55,0.00075614057
56,0.011194531
57,0.010463457
58,0.008483545
59,0.013613558
60,0.011716163
61,0.013430207
62,0.014451806
63,0.010133927
64,0.022460092
65,0.024043797
66,0.006410569
67,0.014870447
68,0.012222457
69,0.008552217
70,0.0008684184
71,0.019479066
72,0.009554537
73,0.0057599326
74,0.011957966
75,0.010306679
76,0.0077731377
77,0.017662292
78,0.020005453
79,0.005738695
80,0.012734576
81,0.009910363
82,0.0057198643
83,0.009626496
84,0.022519885
85,0.0069752936
86,0.0063243727
87,0.0281935
88,0.011388696
89,0.012646663
90,0.008783657
91,0.0014304604
92,0.009710645
93,0.008807305
94,0.010888904
95,0.001076745
96,0.011222912
97,0.0031212608
98,0.02150519
99,0.005463158
100,0.009925746
101,0.010352465
102,0.01613549
103,0.013600034
1,0.0058218627
2,0.015161355
3,0.011708359
4,0.00843417
5,0.0037610047
6,0.015039028
7,0.00310952
8,0.005938536
9,0.009484084
10,0.007503526
11,0.007782737
12,0.02054959
13,0.006887646
14,0.017264236
15,0.0062122205
16,0.023828954
17,0.011662629
18,0.008609828
19,0.0111662615
20,0.005837468
21,0.001351804
22,0.013596599
23,0.0042600734
24,0.013427723
25,0.0073428685
26,0.003187012
27,0.009567694
28,0.016532792
29,0.0213735
30,0.015934207
31,0.006304463
32,0.013462434
33,0.006362346
34,0.0059856004
35,0.0043531028
36,0.011535297
37,0.015028991
38,0.013740916
39,0.0013630971
40,0.008118988
41,0.0036472466
42,0.008138603
43,0.0043390403
44,0.016401187
45,0.016565232
46,0.00739403
47,0.013793465
48,0.0068176384
49,0.006524284
50,0.00579441
51,0.013608491
52,0.0068288385
53,0.011839337
54,0.013709805
55,0.0016288473
56,0.024523368
57,0.0031576278
58,0.0012113064
59,0.01654416
60,0.004574683
61,0.015132029
62,0.010708827
63,0.0036940675
64,0.016121553
65,0.008941779
66,0.012717643
67,0.0053204545
68,0.0070477272
69,0.006587833
70,0.019720372
71,0.0064359657
72,0.013746703
73,0.006892465
74,0.009599593
75,0.016014518
76,0.01436874
77,0.007929466
78,0.020374818
79,0.0050223
80,0.02109278
81,0.01145752
82,0.0046806987
83,0.011823967
84,0.006038243
85,0.010650085
86,0.0027308045
87,0.010030663
88,0.012774643
89,0.013708193
90,0.009578403
91,0.017431762
92,0.007120669
93,0.0076734642
94,0.011158006
95,0.011260297
96,0.0042716856
97,0.00876732
98,0.0045791557
99,0.015224334
100,0.010767042
101,0.0038718693
102,0.019272491
103,0.031680666
1,0.010064006
2,0.018232223
3,0.0121473875
4,0.0009240856
5,0.008106442
6,0.0134076765
7,0.008829277
8,0.0049027693
9,0.0071925665
10,0.008601348
11,0.004911126
12,0.009153219
13,0.018927107
14,0.017737795
15,0.010283391
16,0.009010887
17,0.008432968
18,0.006610983
19,0.0068860166
20,0.0070367553
21,0.002949128
22,0.009696435
23,0.021915767
24,0.012827254
25,0.012756726
26,0.0039759427
27,0.021419074
28,0.011464074
29,0.0050687725
30,0.004340266
31,0.0018810822
32,0.018416485
33,0.013593914
34,0.003501307
35,0.010679808
36,0.00743638
37,0.014558307
38,0.0167353
39,0.016740214
40,0.012025593
41,0.0034115445
42,0.012635076
43,0.003559971
44,0.021927414
45,0.013619615
46,0.009415191
47,0.0092897955
48,0.011841544
49,0.0059594424
50,0.009170328
51,0.002180741
52,0.008166578
53,0.0078032725
54,0.0040821675
55,0.005441341
56,0.010774256
57,0.014759025
58,0.008142891
59,0.007658981
60,0.004183547
61,0.0011116948
62,0.008655743
63,0.008637048
64,0.022194818
65,0.0067420034
66,0.008778639
67,0.0144101
68,0.013561069
69,0.0096780425
70,0.014839886
71,0.0077215224
72,0.003208283
73,0.014221498
74,0.022723027
75,0.01568472
76,0.008586764
77,0.005579017
78,0.016533418
79,0.00501436
80,0.0057728416
81,0.015719082
82,0.015406054
83,0.018051434
84,0.0027574103
85,0.0027163043
86,0.0010507136
87,0.023195937
88,0.004105386
89,0.012704971
90,0.005986229
91,0.0071778316
92,0.0071605295
93,0.0034284568
94,0.0065644956
95,0.008163035
96,0.017106215
97,0.008868179
98,0.004386907
99,0.0035037317
100,0.0041830516
101,0.010235811
102,0.010277401
103,0.026370391
1,0.009385868
2,0.007591894
3,0.014370108
4,0.007354323
5,0.0074639497
6,0.010401139
7,0.005909909
8,0.004923477
9,0.018822854
10,0.0054203747
11,0.006791686
12,0.008702747
13,0.01789763
14,0.0079185
15,0.026611883
16,0.002799886
17,0.0060415105
18,0.0041865213
19,0.009005289
20,0.008014193
21,0.0013106796
22,0.01044935
23,0.029550906
24,0.018312365
25,0.01565209
26,0.004376969
27,0.010705035
28,0.010840717
29,0.003985508
30,0.00693067
31,0.012770827
32,0.0039910194
33,0.0058402927
34,0.0093122255
35,0.0076897116
36,0.008917971
37,0.006090673
38,0.0077924617
39,0.011255711
40,0.01137654
41,0.009216797
42,0.00863913
43,0.0082585355
44,0.0049344767
45,0.008933248
46,0.007437076
47,0.015135055
48,0.014547004
49,0.019170672
50,0.008239054
51,0.013437295
52,0.004695731
53,0.0046921377
54,0.011892016
55,0.0028607603
56,0.005517199
57,0.009217151
58,0.005262285
59,0.007339375
60,0.004956591
61,0.00536739
62,0.009782003
63,0.012259333
64,0.008366617
65,0.0042065945
66,0.008370871
67,0.007939784
68,0.015766785
69,0.009321295
